tripduration.int32(),starttime.date(2006-01-02 15:04:05),stoptime.date(2006-01-02 15:04:05),start_station_id.string(),start_station_name.string(),start_station_latitude.auto(),start_station_longitude.auto(),end_station_id.string(),end_station_name.string(),end_station_latitude.auto(),end_station_longitude.auto(),bikeid.string(),usertype.string(),birth_year.auto(),gender.auto()
200,2015-03-02 12:49:57,2015-03-02 12:53:17,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,1139,Subscriber,1977,1
437,2015-03-02 12:51:51,2015-03-02 12:59:09,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,671,Customer,1970,2
177,2015-03-02 12:54:10,2015-03-02 12:57:08,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469304347,-71.10057324171066,1306,Subscriber,1974,2
374,2015-03-02 12:57:22,2015-03-02 13:03:36,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,1139,Subscriber,1991,1
357,2015-03-02 12:57:31,2015-03-02 13:03:29,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,759,Subscriber,1984,1
314,2015-03-02 13:05:53,2015-03-02 13:11:07,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,1274,Subscriber,1990,2
645,2015-03-02 13:06:19,2015-03-02 13:17:05,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,1280,Customer,1969,1
349,2015-03-02 13:13:47,2015-03-02 13:19:37,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,889,Customer,1982,1
90,2015-03-02 13:15:18,2015-03-02 13:16:49,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469304347,-71.10057324171066,647,Customer,1982,1
413,2015-03-02 13:16:26,2015-03-02 13:23:19,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469304347,-71.10057324171066,1141,Subscriber,1990,1
280,2015-03-02 13:21:53,2015-03-02 13:26:34,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,1274,Subscriber,1990,2
319,2015-03-02 13:22:09,2015-03-02 13:27:28,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469304347,-71.10057324171066,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,767,Subscriber,1987,2
1611,2015-03-02 13:27:15,2015-03-02 13:54:07,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,746,Customer,1969,2
772,2015-03-02 13:28:33,2015-03-02 13:41:25,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,773,Customer,1981,1
269,2015-03-02 13:40:59,2015-03-02 13:45:29,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469304347,-71.10057324171066,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,647,Subscriber,1994,1
480,2015-03-02 13:47:36,2015-03-02 13:55:36,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,718,Subscriber,1990,2
3513,2015-03-02 13:59:06,2015-03-02 14:57:40,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,961,Subscriber,1956,2
648,2015-03-02 14:06:23,2015-03-02 14:17:11,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,1023,Subscriber,\N,0
750,2015-03-02 14:06:31,2015-03-02 14:19:01,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469304347,-71.10057324171066,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,1081,Subscriber,1974,2
255,2015-03-02 14:18:03,2015-03-02 14:22:18,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469304347,-71.10057324171066,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1089,Subscriber,1993,1
290,2015-03-02 14:22:47,2015-03-02 14:27:38,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469304347,-71.10057324171066,670,Subscriber,1984,1
397,2015-03-02 14:32:53,2015-03-02 14:39:30,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,957,Subscriber,1990,1
377,2015-03-02 14:36:11,2015-03-02 14:42:29,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,800,Subscriber,1985,1
320,2015-03-02 14:50:40,2015-03-02 14:56:01,107,Ames St at Main St,42.3625,-71.08822,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,1106,Customer,1973,1
271,2015-03-02 14:55:37,2015-03-02 15:00:08,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,107,Ames St at Main St,42.3625,-71.08822,782,Subscriber,1994,1
403,2015-03-02 15:00:37,2015-03-02 15:07:21,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,854,Subscriber,1983,1
271,2015-03-02 15:05:39,2015-03-02 15:10:11,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469304347,-71.10057324171066,647,Subscriber,1987,2
237,2015-03-02 15:09:36,2015-03-02 15:13:34,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,657,Customer,1986,1
492,2015-03-02 15:16:26,2015-03-02 15:24:39,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,767,Subscriber,1968,1
382,2015-03-02 15:25:10,2015-03-02 15:31:33,141,Kendall Street,42.363560158429884,-71.08216792345047,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,878,Customer,1993,1
150,2015-03-02 15:26:19,2015-03-02 15:28:49,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,1304,Subscriber,1993,1
237,2015-03-02 15:29:05,2015-03-02 15:33:02,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,701,Subscriber,1987,1
535,2015-03-02 15:37:10,2015-03-02 15:46:06,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,1056,Subscriber,1987,1
300,2015-03-02 15:39:46,2015-03-02 15:44:47,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,889,Customer,1984,1
309,2015-03-02 15:54:30,2015-03-02 15:59:39,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,107,Ames St at Main St,42.3625,-71.08822,1095,Subscriber,1975,1
317,2015-03-02 15:56:21,2015-03-02 16:01:38,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1280,Subscriber,1988,1
256,2015-03-02 15:58:02,2015-03-02 16:02:18,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,1305,Subscriber,1993,1
354,2015-03-02 15:59:20,2015-03-02 16:05:15,107,Ames St at Main St,42.3625,-71.08822,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1010,Subscriber,1994,1
448,2015-03-02 16:00:18,2015-03-02 16:07:46,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469304347,-71.10057324171066,926,Subscriber,1991,2
305,2015-03-02 16:03:55,2015-03-02 16:09:01,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,115,Porter Square Station,42.387995,-71.119084,1313,Subscriber,1966,1
321,2015-03-02 16:14:07,2015-03-02 16:19:29,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,890,Customer,1993,2
366,2015-03-02 16:17:21,2015-03-02 16:23:27,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,1057,Customer,1978,1
602,2015-03-02 16:21:33,2015-03-02 16:31:36,107,Ames St at Main St,42.3625,-71.08822,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,709,Subscriber,1987,1
575,2015-03-02 16:22:25,2015-03-02 16:32:00,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,746,Customer,1969,2
227,2015-03-02 16:24:25,2015-03-02 16:28:13,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,940,Subscriber,1980,1
1002,2015-03-02 16:30:40,2015-03-02 16:47:23,107,Ames St at Main St,42.3625,-71.08822,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,714,Subscriber,\N,0
268,2015-03-02 16:32:05,2015-03-02 16:36:34,107,Ames St at Main St,42.3625,-71.08822,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1100,Subscriber,1994,1
544,2015-03-02 16:32:55,2015-03-02 16:41:59,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,662,Customer,1976,2
132,2015-03-02 16:33:10,2015-03-02 16:35:23,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,948,Subscriber,1983,1
836,2015-03-02 16:36:17,2015-03-02 16:50:13,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,773,Subscriber,\N,0
157,2015-03-02 16:36:57,2015-03-02 16:39:35,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,97,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.36919031768079,-71.11714124679565,797,Customer,1963,1
351,2015-03-02 16:40:32,2015-03-02 16:46:24,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,1292,Subscriber,1980,2
410,2015-03-02 16:52:01,2015-03-02 16:58:52,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,637,Subscriber,1977,1
828,2015-03-02 16:55:36,2015-03-02 17:09:25,107,Ames St at Main St,42.3625,-71.08822,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,1011,Subscriber,1990,1
649,2015-03-02 17:02:09,2015-03-02 17:12:59,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,1269,Subscriber,1968,1
355,2015-03-02 17:02:44,2015-03-02 17:08:40,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,890,Customer,1983,2
1376,2015-03-02 17:07:47,2015-03-02 17:30:43,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,115,Porter Square Station,42.387995,-71.119084,1080,Subscriber,1966,1
799,2015-03-02 17:08:31,2015-03-02 17:21:50,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,709,Customer,1969,1
459,2015-03-02 17:08:59,2015-03-02 17:16:38,117,Binney St / Sixth St,42.366095,-71.086388,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,796,Subscriber,1985,1
752,2015-03-02 17:09:24,2015-03-02 17:21:57,107,Ames St at Main St,42.3625,-71.08822,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,1004,Subscriber,1976,1
970,2015-03-02 17:10:29,2015-03-02 17:26:40,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,779,Subscriber,1985,1
969,2015-03-02 17:10:59,2015-03-02 17:27:09,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,118,Linear Park - Mass. Ave. at Cameron Ave. ,42.397828,-71.130516,725,Subscriber,1982,2
346,2015-03-02 17:16:39,2015-03-02 17:22:25,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,645,Subscriber,1981,1
272,2015-03-02 17:20:49,2015-03-02 17:25:22,107,Ames St at Main St,42.3625,-71.08822,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,871,Customer,1985,1
630,2015-03-02 17:20:56,2015-03-02 17:31:26,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469304347,-71.10057324171066,671,Subscriber,1981,1
246,2015-03-02 17:20:54,2015-03-02 17:25:01,107,Ames St at Main St,42.3625,-71.08822,117,Binney St / Sixth St,42.366095,-71.086388,852,Subscriber,1976,1
369,2015-03-02 17:21:37,2015-03-02 17:27:46,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,1081,Subscriber,1974,2
297,2015-03-02 17:23:17,2015-03-02 17:28:14,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,107,Ames St at Main St,42.3625,-71.08822,798,Subscriber,1990,2
1135,2015-03-02 17:23:53,2015-03-02 17:42:49,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,118,Linear Park - Mass. Ave. at Cameron Ave. ,42.397828,-71.130516,662,Subscriber,1988,1
125,2015-03-02 17:25:48,2015-03-02 17:27:54,141,Kendall Street,42.363560158429884,-71.08216792345047,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,769,Subscriber,1973,1
366,2015-03-02 17:27:04,2015-03-02 17:33:10,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,1292,Subscriber,1984,2
923,2015-03-02 17:27:14,2015-03-02 17:42:37,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,107,Ames St at Main St,42.3625,-71.08822,1083,Customer,1977,1
351,2015-03-02 17:28:47,2015-03-02 17:34:39,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,1118,Subscriber,1987,2
288,2015-03-02 17:30:07,2015-03-02 17:34:56,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,1301,Subscriber,1968,1
403,2015-03-02 17:31:27,2015-03-02 17:38:10,107,Ames St at Main St,42.3625,-71.08822,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,682,Subscriber,1984,1
315,2015-03-02 17:31:35,2015-03-02 17:36:51,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,932,Subscriber,1988,1
416,2015-03-02 17:33:21,2015-03-02 17:40:17,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,1274,Subscriber,1974,2
740,2015-03-02 17:34:05,2015-03-02 17:46:25,140,Danehy Park,42.388966,-71.132788,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,908,Customer,1984,1
284,2015-03-02 17:35:20,2015-03-02 17:40:04,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,1056,Subscriber,1977,1
321,2015-03-02 17:35:25,2015-03-02 17:40:47,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,658,Subscriber,1985,2
745,2015-03-02 17:44:13,2015-03-02 17:56:39,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,906,Subscriber,1986,1
595,2015-03-02 17:44:37,2015-03-02 17:54:33,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,887,Subscriber,1970,1
169,2015-03-02 17:45:12,2015-03-02 17:48:02,143,EF - North Point Park,42.369885,-71.069957,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,935,Subscriber,1984,1
476,2015-03-02 17:45:15,2015-03-02 17:53:11,107,Ames St at Main St,42.3625,-71.08822,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,956,Subscriber,1985,1
238,2015-03-02 17:46:25,2015-03-02 17:50:23,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,707,Subscriber,1989,2
988,2015-03-02 17:46:42,2015-03-02 18:03:10,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,806,Subscriber,1968,1
1092,2015-03-02 17:47:40,2015-03-02 18:05:52,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,107,Ames St at Main St,42.3625,-71.08822,1011,Subscriber,1956,1
416,2015-03-02 17:48:19,2015-03-02 17:55:15,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,932,Customer,1992,2
286,2015-03-02 17:48:33,2015-03-02 17:53:19,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469304347,-71.10057324171066,1105,Subscriber,1993,1
395,2015-03-02 17:49:26,2015-03-02 17:56:01,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,115,Porter Square Station,42.387995,-71.119084,1266,Customer,1986,1
427,2015-03-02 17:50:42,2015-03-02 17:57:49,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,682,Subscriber,1969,1
386,2015-03-02 17:54:30,2015-03-02 18:00:57,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,857,Subscriber,1988,2
192,2015-03-02 17:56:09,2015-03-02 17:59:22,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,654,Customer,1996,1
455,2015-03-02 17:57:33,2015-03-02 18:05:08,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,890,Subscriber,1974,1
157,2015-03-02 17:58:12,2015-03-02 18:00:49,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,107,Ames St at Main St,42.3625,-71.08822,875,Subscriber,1974,1
345,2015-03-02 18:02:11,2015-03-02 18:07:57,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,813,Customer,1957,2
